id,text,CE,ENV,BME,PE,METAL,ME,EE,CPE,OPTIC,NANO,CHE,MATENG,AGRI,EDU,IE,SAFETY,MATH,MATSCI
270,activated carbon bacterial cellulose effective adsorbent removing dye aqueous solution taylor francis novel activated carbon ac derived bacterial cellulose bc ac produced phosphoric acid activation carbonization temperature c bc ac posse mesoporous structure nm diameter porosity cm g surface area g high thermal stability c bc ac could used effective adsorbent removing methylene blue mb aqueous solution maximum adsorption capacity mg g bc ac physisorption adsorption mb likely monolayer adsorption redlich peterson model displayed fit experimental data,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
271,physic based motion capture imitation deep reinforcement learning computing machinery introduce deep reinforcement learning method learns control articulated humanoid body imitate given target motion closely simulated physic simulator target motion seen agent noisy supplied runtime method recover balance moderate external disturbance keep imitating target motion subjected large disturbance humanoid fall method control character get recover track motion method trained imitate mocap clip cmu motion capture database number publicly available database use state art deep reinforcement learning algorithm learn dynamically control gain pd controller whose target angle derived mocap clip apply corrective torque goal imitating provided motion clip closely possible simulation learning algorithm parallelized run gpu demonstrate proposed method control character imitate wide variety motion running walking dancing jumping kicking punching standing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,effect formation brine composition low salinity brine injection carbonate reservoir science low salinity waterflooding lswf considered effective technique enhance oil recovery essential mechanism multi ion exchange mie carbonate formation collaboration potential determining ion pdi rock surface crude oil result adjustment surface equilibrium ion injected brine thoroughly investigated effect formation brine documented ratio divalent ion including calcium magnesium ion formation brine result imbibition test show formation brine containing calcium ion magnesium ion ratio yield lswf oppositely formation brine high ratio respond lswf calcium ion connate water diffuses injected water high calcium ion exhibit dissolution mechanism rock surface part oil recovery mechanism formation brine high calcium ion recommended lswf high portion magnesium ion formation brine affect lswf dissolution magnesium rock obstructed oil still liberated calcium carboxylate complex dissolution calcium coreflood test show similar confirms previous explanation,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
273,dielectric novel polymeric hybrid film derived polylactic acid nanosilver coated microcrystalline cellulose right reserved work hybrid film fabricated utilized polylactic acid pla matrix embedded microcrystalline cellulose mcc extracted bagasse w sodium hydroxide naoh enhance dielectric property hybrid film polarity mcc modified surface coating mole silver physical chemical property mcc nanosilver coated microcrystalline cellulose ag mcc characterized ftir xrd sem tga pla ratio mcc ag mcc phr prepared hybrid film solution casting method dielectric property pla pla mcc pla ag mcc hybrid film measured different frequency ranging khz mhz result exhibited pla hybrid film phr ag mcc offer promising dielectric permittivity loss tangent,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
274,visualization promela n chart paradigm model checking formal model considered crucial source tends verified property definition formal model understandable clear order express structure behavior system visually using diagrammatic tool focused formal model written promela language support non determinism concurrent system promela syntax could probably drawn using n chart visual symbol classic n chart symbol represents control flow system written promela main purpose propose set mapping rule generating n chart drawing promela source code drawing proposed n chart syntax showed promela control flow structure could represented succinctly chart could practically used tracing counterexample verification,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
275,knee implant orientation estimation x ray image using multiscale dual filter linear regression model ag every patient total knee replacement routine needed post operation observation orientation tibia femur knee implant clinical interest orthopedic surgeon routine examination orthopedic surgeon measure tilt angle orientation knee implant manually x ray film quite accurate inconvenient algorithm automatically estimate orientation knee implant x ray image using multiscale dual filter linear regression model algorithm remove tissue noise preserving enhancing bone proposed algorithm evaluated set frontal view x ray image knee implant experimental result verified orthopedic surgeon acceptance rate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276,centrality novel centrality measure find behavioral influencers twitter measure evaluate user influence social networking driven considerable attention complexity modern social medium circumstance traditional centrality measure sometimes fail underlying structure modern social networking service propose novel way measure influence twitter centrality behavior retweeting following delved node individual tweet help complete retweeting path gain innovative insight applying centrality real life data show successfully influential user different domain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,supplier selection method case car seat manufacturer develop model case car seat manufacturer evaluating steel pipe steel sheet supplier known raw material supplier applying analytic hierarchy process ahp model selecting suitable raw material supplier part model maximize overall part maker satisfaction evaluator chosen purchasing management team part maker assessor evaluate raw material supplier divided part part evaluation raw material supplier using analytic hierarchy process part weight importance decision criterion complying part maker satisfaction second part decision model supplier selection using integer programming weight criterion part considered along raw material consumption select suitable raw material supplier maximize overall part maker satisfaction result part important criterion cost quality delivery service risk factor second part show model match material supplier part maker preference comparing current situation satisfaction increased proposed model mean proposed model help satisfaction car seat maker supplier benefit part supplied case company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
278,error detection sensitivity test using complex error patient specific vmat qa system purpose error detection sensitivity patient specific volumetric modulated arc therapy vmat quality assurance qa system delta epid based dosimetry log file possible scenario ten patient specific vmat qa randomly selected test error detection sensitivity artificial complex error introduced original plan qa test repeated error simulated possible scenario uncertainty miss calibration worst case scenario uncertainty scenario random error multi leaf collimator mlc gantry angle degree introduced systematic error mu random error mlc gantry angle degree applied miss calibration scenario worst case scenario error integrated systematic random variation mlc gantry angle degree dosimetric agreement qa test original artificial error plan determined error detection sensitivity used gamma criterion epid based dosimetry showed sensitive qa tool detect possible scenario log file second method delta worst method detect possible scenario error,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,corrosion amorphous deionized water mild condition known inertness chemical resistance unless condition near critical point conventional reaction water take place within short period time assumption includes amorphous formed via sputtering protect microelectronic component work show amorphous film indeed reacts deionized di water within minute even mild condition reaction result defect surface ultimately progress film causing dense film porous though corroded severe surface defect formed within min immersion deionized water c characterization corroded film effect parameter defect formation indicate defect associated hydrolysis amorphous,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
280,mixture mea mae effective co capture flue gas stream r l climate change global warming main environmental concern co emission atmosphere main source co power plant form flue gas effective technology capture co chemical absorption using aqueous amine solution commonly used amine solution monoethanolamine mea disadvantage like low capacity high energy consumption methylaminoethanol mae new solvent formulated improve performance co mitigation cost chemical higher amine mixed together obtain higher performance compensate drawback solvent measure solubility co mixed solvent wt mea mae co capture flue gas stream temperature k k co partial pressure ranging kpa experimental result compared single solution mea mae condition result reported term cyclic capacity amine mixture provides performance higher mea ranging lower mae rate co loading mixed solution relatively close mea lower mae mixed solvent used alternative solution co capture using single amine,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,elimination zinc dendrite graphene oxide electrolyte additive zinc ion battery zinc ion battery drawn tremendous attention electrochemical energy storage market merit high safety low cost however dendrite issue zinc anode remains challenge developed hybrid electrolyte graphene oxide additive function promoting uniform distribution electric field reducing nucleation overpotential zn displaying smooth zinc electrodeposition layer reaction kinetics resultant zinc symmetric battery graphene oxide additive affords stable zinc anode provided service h cm exceptional cycle life h even cm addition scanning electron microscopy image demonstrated deposition zinc dendrite glass fiber separator reason battery short circuit graphene oxide additive remarkably improve coulombic efficiency battery via stabilizing zn plating stripping behavior facilitating zn nucleation full battery graphene oxide electrolyte additive exhibited remarkable enhancement rate performance cyclability compared additive free electrolyte hybrid electrolyte containing solid particle open chapter designing advanced durable zinc ion battery,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
282,stress crack anisotropic elastic medium weakly singular integral equation method efficient numerical procedure computing stress crack dimensional linearly elastic infinite medium technique established broad framework allowing medium made generally anisotropic material crack arbitrary shape general loading condition treated pair weakly singular weak form displacement traction boundary integral equation utilized formulate key equation governing unknown crack face field besides basic benefit reduction spatial dimension solution space efficient treatment unbounded domain remote boundary data use integral equation formulation offer feature including computational simplicity weakly singular nature involved integral involvement complete set crack face displacement field weakly singular symmetric galerkin boundary element method together special near front approximation utilized solve unknown relative crack face displacement sum crack face displacement obtained displacement boundary integral equation crack via galerkin technique latter step essential aspect provides direct mean determining stress data term sum crack face displacement neighborhood crack front extensive numerical conducted scenario selected set result reported demonstrate accuracy capability proposed technique,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
283,application model predictive control traffic network system based hierarchical distributed control framework traffic congestion chronic problem degrades urban traffic sustainable development public infrastructure logistics development public transport system planning advanced reduce traffic congestion problem urban city improve traffic flow intersection establish traffic model predictive control method hierarchical distributed control framework traffic controller composed layer network layer area layer intersection layer develop hierarchical distributed model predictive control hdmpc improve performance hierarchical distributed control hdc numerical example demonstrate hdmpc method improve traffic flow hdc example scenario,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
284,impact factor rejection pull request github computing machinery pull request important method code contribution github submitted developer would like merge code change local machine main repository source code stored merging code change main repository developer request permission source code allowed merge pull request status accepted hand source code allowed merge pull request status rejected pull request status rejected due factor code complexity code quality number changed file etc fixing rejected pull request take extra effort time affect cost timeline impact factor associated rejection pull request github discovering relationship among impact factor using rule data mining,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
285,investigation wax deposition prevention using n heptane sustainable energy production fang oilfield waxy crude oil normally petroleum reservoir crude oil wax formation crucial problem flow assurance pipeline transportation oil gas production issue commonly wax deposition problem made huge amount economic loses production time maintenance cost critical aspect deal wax deposition crude oil flow assurance cold climate surface region many method applied reduce wax deposition general method commonly utilized mechanical thermal chemical one among usage chemical commonly used field applied easily rather technique n heptane select prevention wax deposition property reduce pour point wax deposit crude oil easily available effect temperature different chemical concentration pour point wax deposition crude oil different temperature ranging c applying cold finger method pour point crude oil measured different n heptane concentration astm method effect different chemical concentration wax appearance temperature wat examined temperature c c different shear rate viscometry method result reported total wax deposit cold finger depend amount chemical concentration used wat n heptane provides highest performance wat reduction c compared n heptane concentration wats reduced c c c pour point result higher amount n heptane concentration offer higher reduction pour point temperature pour point reduced original pour point c c c c c n heptane amount total wax deposit chemical concentration decline temperature main factor wax deposition highest wax deposit reduction rate n heptane different temperature compared concentration wax deposition reduced concentration useful application wax deposition pour point wat study crude oil production le damaging environment sustainable energy production,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
286,smart street lighting system networking communication based smart street lighting control system allows control night time street light autonomously minimum energy consumption power saving system done using motion detection illuminance sensor measure traffic congestion illumination level every street light equipped communication module sends receives data main server control led street light illuminance level calculated dialux autonomously controlling street lighting system server system decides street light dimmed motion sensor vehicle pass area adjusted amount time street light dim vehicle pass area closest street area raise illumination level normal level,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
287,design robot application slicing food equal mass slice robot far integral human life particular robot used type task food industry example partition chicken breast applying robot solution optimizing production process traditional method operated human labor prone error design develop robotic application control iai robot depth camera slicing solid represents chicken breast equal mass slice perpendicular x axis robotic application consists four procedure setting operating system point cloud capture transformation solid slicing algorithm robot operation furthermore designed experiment estimate error slice sliced using developed robotic application term conclusion developed robotic application applied percentage error slice sliced gram solid four equal mass slice approximately,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
288,algorithmic music composition comparison application machine learning ml algorithm algorithmic music composer compared rule based algorithm ml model based lstms take previous note predicts next set note based midi format rule based method apply chord progression rule binary rhythm pattern theory used algorithm generate music different genre namely rock jazz evaluate algorithm fifteen raters asked identify genre generated song result showed rulebased algorithm jazz song correctly identified compared generated lstm rock genre percent rule based algorithm song machine learning algorithm song correctly identified term music satisfaction rule based algorithm obtains higher score genre jazz rock machine learning algorithm receives jazz song rock,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,sequential elastic recovery stress edge smoothed finite element method lower bound limit determination structure exclusive austria part nature efficient sequential edge smoothed finite element e fe method enhanced smoothed recovery stress field determine collapse load limit inelastic structure approach applies modified concept elastic compensation algorithm developed within computationally advantageous e fe modelling framework recovery stress field enhancement solely performs series standard elastic analysis successively converge limit load structure plastic collapse systematically adjusts value elastic modulus associated critical element determined intensity stress resultant hence inelastic stress distribution computing effort modest would required furnish standard linear elastic procedure important proposed modulus smoothing technique enables fast assembly modified stiffness formulation recovery stress field ensures smoothed c continuous admissible stress condition enhancing satisfaction yield conformity entire element successfully solved numerical example highlight accuracy efficiency framework overcoming numerical challenge associated stress singularity volumetric locking phenomenon incompressibility condition address determination lower bound limit sufficiently fine e fe model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,translating tosca docker compose yaml file using antlr docker rapidly powerful efficient deployment environment software service saas development using docker software could solve many former devops problem quality docker compose official tool help manage docker container defining appropriate saas configuration docker compose yaml file easy newbie docker write docker compose yaml file due complicated parameter large compounded service configuration tocsa diagramming alternatively provide service template practical adequately descriptive common saas designer encourage provide saas designer set predefined tosca service template configure target saas propose mean translate configured tosca diagram docker compose yaml file using antlr docker compose yaml file could readily exploited docker environment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,state space identification building temperature system estimation state space system matrix building temperature system building model room equipped air conditioning ac system heat interaction walking path outdoor dimensional heat transfer internal energy change concerned neglecting effect caused humidity air leakage cooling energy ac system expressed via coefficient performance cop nonlinear function room temperature propose linear model assumption cop constant obtained air conditioner specification estimated temperature data air conditioner electrical input data collected building energy management system allow u estimate model parameter using least square approach result model structure input matrix agrees physically based dynamical equation recommended including solar radiation input necessary,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
292,oxidative dehydrogenation ethanol vanadium molybdenum modified mg mixed oxide derived hydrotalcite oil chemist society hydrotalcite mg ldhs synthesized co precipitation method mg mixed oxide derived calcination hydrotalcite metal modified catalyst mo mg mg prepared incipient wetness impregnation method obtained catalyst characterized useful technique tested reactivity dehydrogenation oxidative dehydrogenation ethanol gas phase produce acetaldehyde catalytic reaction performed temperature range non oxidative oxidative atmosphere result showed vanadium modified hydrotalcite mg exhibited highest ethanol conversion acetaldehyde yield non oxidative atmosphere oxidative dehydrogenation ethanol mg catalyst showed highest activity giving ethanol conversion acetaldehyde yield probably related highest base density mg catalyst mol co measured co tpd catalytic activity mg catalyst metal modified catalyst slightly decreased upon time stream test h oxidative dehydrogenation ethanol due carbon deposition,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
293,oxidation behavior cr ni ferritic stainless steel air flow k nchen work investigates isothermal oxidation behavior casted cr ni ferritic stainless steel k k air flow rate cm using thermogravimetric tga oxidation resistance temperature similar k kinetic mechanism cubic parabolic logarithmic parabolic oxidation kinetic constant k k g cm exponential growth rate n k oxidation behavior cr ni ferritic stainless steel compared casted cr ni casted aisi austenitic stainless steel,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
294,design state feedback control polynomial system quadratic performance criterion control input constraint novel convex optimization approach design state feedback control polynomial system design criterion comprised quadratic cost function bounded magnitude control input specifically formulate control synthesis closed loop system operated given bounded domain characterized semi algebraic set extended class rational lyapunov function derive upper bound cost function together state feedback control law exploiting bound control input magnitude controller design condition cast parameter dependent linear matrix inequality pdlmi convex optimization efficiently solved sum square so technique addition derive sufficient condition compute lower bound cost function choosing polynomial structure solution candidate lower bound written pdlmi numerical example provided proposed design,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
295,application biochar coupled fgd waste waste management agriculture flue gas desulfurization waste fgd coal combustion product ccp coal fired power plant mostly fgd gypsum applied cement wallboard industry used agricultural activity soil amendment amount fgd waste used function still low furthermore biochar long used improve soil fertility impact biochar amendment soil soil capacity adsorb plant nutrient soil bulk density plant available water retention area like problem soil degradation deforestation excess use chemical fertilizer benefit fgd waste biochar soil amendment performed using degraded soil apply fgd waste coupled biochar improve soil quality degraded soil work evaluate effect fgd waste biochar soil property ph electrical conductivity ec bulk density soil texture concentration fgd waste biochar ranged weight result soil quality improved ph increase soil texture changed quality clay silty loam loam furthermore bulk density soil reduced order space air water mixture conducive plant growth contribute degraded soil property fit agriculture result applied practice real field,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
296,patient food delivery error hospital case computing machinery right reserved food service provided hospital considerable significance part medical treatment sample hospital food delivery error occupied highest complaint among problem problem never investigated root cause measure established purpose cause discrepancy food service provided inpatient root cause inpatient food delivery error identified triangulation quantitative data survey complaint qualitative data focus group set consists questionnaire responded nutrition unit staff expert food service hospital director total respondent questionnaire modelled four type medication error second set review food service error inpatient complaint file recorded third set focus group interview among hospital staff service blueprint used search pain point method showed consensus result survey complaint result error caused transcribing administration error dispensing error prescription error furthermore survey relation themeans importance actual performance processrevealed transcribing error administration error theroot cause confidence level addition focus groupinterview hospital staff confirms transcribing error included miscommunication datatransference across department administration error arisesduring delivery process dispensing error occurred foodpreparation food tray example wrong delivery lastly prescription error caused doctor charge ofordering patient dietary requirement next authorsconducted depth case using service blueprintwith food delivery case study root causewas operation data transference across department result urge need process innovation assuring quality patient food delivery,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,detecting fake news machine learning method ieeefake news immense impact modern society detecting fake news important step work use machine learning technique detect fake news popular method used experiment na ive bayes neural network vector machine normalization method important step cleaning data using machine learning method classify data naive bayes detect fake news accuracy method neural network vector machine achieve accuracy,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
298,recovery stress enhancement shape memory composite silicon carbide whisker filled benzoxazine epoxy polymer alloy benzoxazine epoxy shape memory polymer outstanding recovery stress prepared filling highly adamantine silicon carbide whisker wt result storage modulus room temperature increased silicon carbide whisker gpa without silicon carbide whisker gpa wt glass transition temperature increased silicon carbide whisker range c c furthermore sample exhibited approximately shape fixity recovery time ranging min interestingly incorporation silicon carbide whisker could recovery stress mpa without silicon carbide whisker mpa wt addition silicon carbide whisker provides microwave actuating ability sample recovery time microwave heating shortened range min result potential use composite microwave responsive sensor shape memory device,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
299,effect calcination temperature type pt wox boehmite catalyst propanediol production hydrogenolysis glycerol hydrogenolysis glycerol pdo tested different catalyst enhance pdo selectivity work raised calcination temperature c c promoted bronsted acidity glycerol conversion pdo selectivity mild reaction condition c mpa glycerol conversion gradually raised pdo selectivity mildly increased loading sio pt wox extremely favourable effect pdo selectivity amount bronsted acid site increased confirmed nh ir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,inventory management system development flexible printed circuit board manufacturer attempted develop inventory management system flexible printed circuit board manufacturer development began investigation existing inventory system system quite ineffective causing company face serious problem particularly excessive inventory abc using multiple criterion inventory classification inventory control system initially applied identify important item twenty item selected demonstrate mechanism new proposed system main focus efficient forecasting technique stochastic demand introduction fixed replenishment quantity policy reduce overall inventory related cost r q policy applied forecast demand using seasonal naive holt winter exponential smoothing autoregressive integrated moving afterwards comparative conducted assessing accuracy forecast demand forecasting technique conventional use mean absolute percentage error mape implementation process proposed system compared current system showed total saving implementing r q policy material approximately million baht total inventory cost,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
301,enhanced deep convolutional encoder decoder network road segmentation aerial imagery ag object classification image among many practical example deep learning algorithm successfully applied improved deep convolutional encoder decoder network dced segmenting road object aerial image aspect proposed method enhanced incl incorporation elu exponential linear unit opposed relu rectified linear unit typically outperforms elu object classification case amplification datasets adding incrementally rotated image eight different angle training corpus eliminates number training aerial image usually limited number training datasets increased eight time lastly adoption landscape metric improve overall quality result removing false road object dced approach object segmentation namely segnet used benchmark evaluating method experiment conducted known aerial imagery road dataset mass road publicly available result showed method outperforms baseline term precision recall f score,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
302,ontology based knowledge acquisition pdm numerous management software package used serve complex scheduling task plan including different group people resource tool apply precedence diagram method pdm visualize activity dependency among activity tool provide semantic representation still requires implicit knowledge manager analyze manage scheduling task ontology could used represent structure domain mean defining concept property relate accordingly propose ontology based approach building pdm ontology using owl construct swrl reasoning infer new knowledge existing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
303,simulation model outbound logistics quarry business journal medical science right reserved outbound logistics part quarrying process final product served customer customer demand within limited serving space cause higher total flow time customer spent system lead longer queue simulate current outbound logistics quarry business using arena simulation model analyze truck queueing loader scheduling policy help reduce total flow time truck loader travel time outbound logistics includes activit begin truck entering weight station truck leaf system final weighing testing different method policy result combined policy shortest processing time spt policy shortest travelling time stt policy recommended outbound logistics management implementing combined policy current system help total flow time customer spent system benefit company operational efficiency since allows system serf higher number incoming customer using available resource,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
304,highly active stable ni incorporated spherical silica catalyst co methanation nickel doped spherical silica ssp catalyst ca wt ni prepared via sol gel method using cetyltrimethyl ammonium bromide structure directing agent different loading sequence ni si source si ni ni si ni alt si comparison purpose ssp supported ni catalyst prepared impregnation method ni ssp imp prepared catalyst showed spherical shape high specific surface area g x ray diffraction h temperature programmed reduction result stronger interaction ni sio form nickel silicate ni doped ssp catalyst except ni ssp imp nio specie detected reaction temperature c co conversion order ni alt si ni si si ni ni ssp imp methane selectivity performance ni alt si catalyst correlated higher electron density ni surface higher co adsorption ability x ray photoelectron spectroscopy co temperature program desorption result,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
305,influential variable selection improving solar forecast numerical weather prediction statistical method refining p redicted olar rradiance f rom n umerical weather prediction nwp spatial averaging used reduce variance solar irradiance prediction spatial area interest model output statistic method linear regression model applied explain relationship solar irradiance relevant weather variable perform variable selection based statistical method partial correlation stepwise regression subset regression specify important meteorological variable solar irradiance prediction result spatial averaging nwp forecast grid point provides reduction normalized root mean square error nrmse nwp forecast model output statistic without variable selection improve output spatial averaging nrmse conclude highly relevant variable including irradiance measurement ambient temperature relative humidity uv index nwp forecast sufficient f ignificant nwp forecast,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,effect calcination temperature mg layered double hydroxide ldh promising catalyst oxidative dehydrogenation ethanol acetaldehyde oil chemist society oxidative dehydrogenation ethanol acetaldehyde mg layered double hydroxide ldh differently calcined derivative catalyst investigated mg catalyst synthesized via co precipitation method calcined different temperature calcination temperature affected physicochemical property catalytic activity catalyst oxidative dehydrogenation ethanol ethanol conversion increased reaction temperature acetaldehyde selectivity decreased low reaction temperature non calcined catalyst mg showed highest ethanol conversion attributed hydroxyl group surface acetaldehyde major product calcination process led formation mixed oxide phase mg catalyst proven xrd ft ir result catalyst calcined mg exhibited highest basicity measured co tpd ethanol conversion acetaldehyde yield,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
307,seed defective reduction automotive electro deposition coating process truck cabin case company player automotive industry manufacturing truck bus domestic market focus product quality problem seed defect occurred electro deposition coating process truck cabin phase six sigma including define measure analyze improve c control applied identify root cause problem setting new parameter factor seed defect process reduced defect per unit defect per unit,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
308,evaluation supplier performance based dimensional fuzzy topsis framework dimensional fuzzy topsis framework evaluate categorize supplier cost quality time performance concept proposed framework rather simple iteratively applies fuzzy topsis model set supplier time respect key supply chain performance different number criterion applied framework evaluate performance case company supplier whose business related fuel commercial marketing find among initial criterion criterion seem relevant criterion cost quality time fuzzy topsis model additionally supplier regarded performed term quality vary term cost service time particular six supplier requiring either cost time metric supplier need attention regarding cost service time result line expert opinion company stringent quality monitoring system none exists term cost service time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
309,enhancement uranium recovery seawater using amidoximated polymer gel synthesized radiation polymerization crosslinking acrylonitrile methacrylic acid monomer amidoximated polymer gel uranium recovery natural seawater successfully synthesized radiation polymerization crosslinking acrylonitrile methacrylic acid maa monomer n n methylene bisacrylamide mba crosslink agent optimum condition prepare polymer gel gamma ray dose kgy maa ratio crosslink agent concentration g l polymer gel reused least time without performance kinetic seawater absorption adsorbent quite rapid reaching equilibrium swelling ratio approximately min submersion polymer gel seawater sample ppb added uranium adsorption capacity reached much mg g submersion polymer gel seawater sample ppm added uranium adsorption capacity reached much mg g high efficiency amidoxime polymer gel offer possibility utilized seawater uranium recovery agent industrial scale suitable elution condition minimize mass loss suitable location clear seawater algae growth need identified outcome novel environmental remediation process adsorb uranium ion released seawater following nuclear accident,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
310,effect rice husk ash silica cement replacement making construction mortar trans tech publication rice husk ash rha used replacement cement produce mortar effect wt addition density compressive strength mortar investigated addition rha cause compressive strength density mortar compressive strength mortar drop addition rha mpa rha addition mpa wt rha addition reduction compression strength due density arises porous rha dominant mortar made addition rha without prior acid treated carbon residue impurity rha reduce compressive strength mortar addition validate use environmentally friendly citric acid partially removal oxide impurity prior burning rice husk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,practical interpretation pressure test hydraulically fractured vertical well finite conductivity naturally fractured oil gas formation test interpretation using characteristic point line pressure pressure derivative time log log plot characterization finite conductivity fractured vertical hydrocarbon double porosity heterogeneous formation new practical analytical laplacian model require le computational time accuracy semi analytical model existing equation work new model new expression developed accuracy developed equation successfully tested synthetical example,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,isothermal cold crystallization kinetics property thermoformed poly lactic acid composite effect talc calcium carbonate cassava starch silane coupling agent iran polymer petrochemical effect different filler e talc calcium carbonate cassava starch surface functionalization aminopropyltriethoxysilane aptes vinyltriethoxysilane vtes morphology thermal tensile property poly lactic acid pla composite comparatively examined dynamic differential scanning calorimetry dsc result incorporation filler facilitate cold crystallization pla confirmed lowered cold crystallization temperature fitting dsc data avrami model highest isothermal cold crystallization rate constant k shortest crystallization half time obtained pla talc composite isothermal temperature c implying talc effective nucleating agent pla avrami index n neat pla composite lay within range reflected dimensional spherulitic growth pla mixture instantaneous nucleus sporadic nucleus comparison composite cast film thermoformed film higher degree crystallinity higher tensile strength young modulus owing chain orientation upon annealing furthermore addition silane treated talc aptes treated talc fastened cold crystallization rate enhanced tensile property improved interfacial interaction talc particle pla matrix,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
313,ontology based naive bayes short text classification method small dataset content le word like comment review statement known short text short text classification useful automatically categorizing sentence predefined group traditional short text classification method using bag word k nearest neighbor k nn na bayes maximum entropy vector machine svms algorithm based statistic rule deep learning method outperformed method classification short text normal size dataset research classify requirement functional nonfunctional requirement multi classification functional requirement small dataset particularly accounting field approach classify short text small dataset multiple category functional requirement accounting domain proposed approach us ontology construct bag word us naive bayes classify small dataset experiment conducted using four datasets fold fold cross validation show method correctly classify additionally comparison ontology based naive bayes method method investigated,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
314,design equation uplift capacity circular pile sand ltduplift capacity circular pile sand important design parameter many pile foundation supporting important structure subjected tensile force even though number formula based limit equilibrium semi empirical method proposed predict uplift capacity pile sand major method obtaining accurate prediction computational limit employed uplift capacity circular pile sand effect important variable including pile length diameter soil friction angle unit weight roughness factor soil pile interface examined extensively using dimensionless parameter predicted failure mechanism associated parameter compared statistical design equation uplift capacity circular pile sand developed based numerically derived solution existing experimental data proposed design equation provide accurate prediction uplift capacity circular pile sand compared existing formula,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,effect gamma irradiation property ultrafine rubber toughening filler polybenzoxazine ltdthree type ultrafine fully vulcanized powdered rubber ufrs e natural rubber nr carboxylated nitrile butadiene rubber xnbr carboxylated styrene butadiene rubber xsbr prepared combined technology gamma irradiation crosslinking spray drying effect dos range kgy swelling ratio crosslink density thermal stability ufrs investigated smaller particle size ufrs obtained higher dose swelling ratio crosslink density corresponded crosslinking effect related absorbed dose dose improve thermal performance urfs influence irradiated ufrs impact resistance glass transition temperature tg polybenzoxazine composite evaluated highest impact resistance composite belonged composite filled irradiated ufxnbr kgy enhanced tg composite obtained addition irradiated ufrs higher dos e tg c composite filled irradiated ufxnbr kgy consequence ufrs used effectively modify thermal mechanical property impact resistance polybenzoxazine composite,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
